,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Creative_professionals,Business_professionals,Technical_professionals,Service_professionals,Early_months,Spring_months,Summer_months,Good_credit_mix,Standard_credit_mix,Small_value_payments,Medium_value_payments,Large_value_payments,Credit_Score
3677,20,11.455988061999696,8.992571103299419,3,7,7,4,19,16,6.57,2,6.339953577693097,29.1953121423085,363,0,5.198685404598097,5.0158494524404835,6.582707364374112,0,0,0,1,1,0,0,0,1,0,1,0,Standard
3678,14,10.906938800278157,8.422252093492816,7,5,22,8,35,24,7.89,11,8.51120328770802,24.5636538843538,113,1,5.477035497881941,5.6150785008845,5.352055205217231,0,0,1,0,0,1,0,0,0,0,0,1,Standard
3679,30,9.773940782178244,7.1034502067275715,7,3,19,6,24,16,12.21,12,7.393798336112012,28.7286842543339,116,1,3.82094358270053,4.44688813702422,5.563015154361978,0,1,0,0,1,0,0,0,1,0,0,1,Poor
3680,26,11.679494262669952,9.165312322171633,3,3,5,1,18,15,6.79,4,4.460260014192283,26.7167310782761,213,0,4.294022243411022,6.337468083706785,6.358443597717348,1,0,0,0,0,0,1,1,0,1,0,0,Poor
3681,18,10.270780277800723,7.8944550790631105,8,4,6,4,18,11,16.19,6,6.700115914203892,25.2497620007064,95,1,3.9178822376500295,5.229976329892968,5.67385421306175,0,1,0,0,1,0,0,0,1,1,0,0,Standard
3682,40,11.61184856485711,9.105851143304255,4,3,11,3,9,8,9.65,4,6.80356074996428,30.9427602258547,356,0,5.119757455216161,6.070958364811484,6.328640403095174,0,0,1,0,0,1,0,1,0,1,0,0,Good
3683,43,10.344371926675322,7.742894522045409,7,7,22,9,49,23,18.14,12,7.853426156362973,22.6844605984871,158,0,5.4416854722881425,3.9909061367165424,5.27596281729749,1,0,0,0,0,1,0,0,0,0,1,0,Standard
3684,23,10.367066839817229,7.749578772786212,10,5,23,7,33,16,6.05,11,7.627534653342753,39.5992709933074,99,1,5.888237524933505,5.133122727634325,5.27371557892394,1,0,0,0,0,0,1,0,0,0,1,0,Poor
3685,28,11.172816824640057,8.722217577616306,2,4,5,4,9,2,5.4,4,6.72683274310189,33.4119776463192,254,0,5.3576848694271835,5.359341755603431,6.10693268860043,0,0,0,1,1,0,0,1,0,1,0,0,Good
3686,14,8.905398197270355,6.256335283134163,10,9,25,2,56,13,19.33,10,7.7302890242227225,23.7640203639155,221,1,2.167963400474225,3.907747000034875,5.647576708339184,0,0,1,0,1,0,0,0,1,1,0,0,Standard
3687,45,10.947849547621693,8.50105872817263,10,7,23,2,60,19,7.82,10,7.844244638165488,42.657973919248,197,1,4.037926060314342,4.141916495360302,6.433527687435346,0,1,0,0,1,0,0,0,0,0,1,0,Poor
3688,18,11.678803227268217,9.192574149798904,6,3,9,1,27,10,1.09,0,7.297334877860078,38.780876118416,213,1,4.027158905621842,5.307620094910079,6.871527034188449,0,0,1,0,0,0,1,0,1,0,0,0,Standard
3689,33,11.244371805655227,8.721716999550917,6,5,17,3,25,8,9.37,6,7.632183079575114,32.700877642552,137,1,4.9508620387934235,5.492338995590784,6.233133655809199,0,1,0,0,0,1,0,0,1,0,1,0,Poor
3690,32,10.479819135570475,7.93552685901093,4,6,14,4,3,11,19.4,8,7.302617710172367,37.5153731251084,173,1,4.587334165804587,5.605818836410955,5.294541807129334,0,0,1,0,0,1,0,0,1,1,0,0,Standard
3691,31,10.41841764144881,7.917245783498977,7,5,10,1,11,15,15.22,4,7.184242421388395,35.0490608045113,306,1,2.778078269879389,5.7653321766013095,5.434975235367816,1,0,0,0,1,0,0,0,1,1,0,0,Standard
3692,25,11.720347681173427,9.228001819693693,3,3,7,3,14,9,2.36,0,6.238793265210547,26.8269450751127,346,0,5.194007238790898,5.528259374200851,6.752181306290425,0,0,1,0,1,0,0,1,0,0,0,1,Poor
3693,33,9.662515704901054,7.147380590133837,1,5,8,1,2,8,7.03,1,6.927822577132249,27.9612798803997,373,0,2.521148182421927,4.1801517471844125,5.7660015688153905,0,0,1,0,0,1,0,1,0,0,0,1,Standard
3694,20,10.031392521482855,7.480470606363971,5,3,16,3,26,9,16.27,4,6.788994265261064,32.5327502743643,301,1,3.7422248255566206,4.067097079909594,5.789129618088677,0,0,1,0,0,1,0,0,1,0,1,0,Standard
3695,18,11.222573163962569,8.694055428762773,3,1,5,4,7,7,7.73,0,7.03219168734028,27.423024625728,333,0,5.4995586959485845,5.1581156753947885,6.059853719674479,0,1,0,0,1,0,0,1,0,0,1,0,Standard
3696,41,9.004036115544016,6.188239311002013,7,7,17,9,58,24,21.15,8,8.430431964954536,31.6592711757677,84,1,3.7609629197971235,3.3431655518230334,5.550632820141493,0,1,0,0,0,0,1,0,0,0,1,0,Standard
3697,51,10.116548444242106,7.669697533690651,4,4,19,1,30,10,4.41,4,7.080396801722785,25.6485585208389,397,0,2.519989957089252,4.6568159652361665,5.904038338771744,0,1,0,0,0,1,0,0,1,0,0,1,Standard
3698,27,10.29057957107199,7.708629173543283,7,5,12,5,7,21,19.45,7,5.518897635459082,33.066550402457,176,1,4.455350373279741,5.649806389870144,4.958822070313611,0,1,0,0,1,0,0,0,1,1,0,0,Standard
3699,14,10.682631220259202,8.236599271882842,9,10,28,9,26,20,23.28,8,7.935322592037164,34.9107884929726,50,1,5.495936228384535,4.493847868135548,5.6507434049405125,0,1,0,0,0,1,0,0,0,0,0,0,Poor
3700,30,10.859888601748397,8.310707622298171,8,4,13,3,8,18,12.41,6,7.747018087483597,39.3832362295906,72,1,4.483087533136328,4.418855923731831,6.184582214809709,1,0,0,0,0,1,0,0,1,0,1,0,Standard
3701,35,9.918162841785483,7.295264021071064,10,6,17,8,50,16,2.44,12,7.65151477211414,37.4953631581213,239,1,4.891109453003251,4.839479138654438,5.061492690218686,1,0,0,0,1,0,0,0,0,0,0,1,Poor
3702,23,10.638121146840982,8.187446686270777,1,7,5,3,4,2,10.15,1,6.321936676174716,40.6014600785213,293,0,4.436404298392159,4.286673125116036,6.092119994583662,1,0,0,0,1,0,0,1,0,0,0,0,Standard
3703,38,10.598768954025527,8.147709420729246,6,6,18,5,45,15,1.97,12,7.759187438507795,39.9730915774302,220,1,4.956619848281989,3.7754628917417725,5.9910024032685465,1,0,0,0,1,0,0,0,0,0,0,0,Poor
3704,38,9.202008256106614,7.002536910038261,5,6,17,2,9,15,13.96,8,6.970908465987336,27.346913121741,147,1,2.6531755984762855,4.00296580952265,5.771386602205821,0,1,0,0,1,0,0,0,1,0,1,0,Standard
3705,23,11.505273765239163,9.022661992995472,4,7,10,3,11,11,0.52,4,7.1834305575093005,28.3240046085964,198,0,5.368809063732321,5.379091810632348,6.473039794915311,0,1,0,0,0,1,0,1,0,0,1,0,Standard
3706,31,10.510741821300082,8.023871804034465,5,5,19,5,15,20,10.03,7,7.532511192769006,30.8467257510792,138,1,4.872415860305763,5.5038647867574415,5.29341497531911,0,0,0,1,0,1,0,0,1,0,0,1,Standard
3707,33,9.106714462130565,6.9268734400586025,6,6,19,9,32,21,20.38,11,8.206321642764998,24.3733810969736,61,1,4.129656202412003,3.368810743968822,5.63739225812628,0,0,0,1,0,1,0,0,0,0,0,1,Standard
3708,16,11.080957847396016,8.614910169526183,8,3,5,3,8,17,7.7,6,5.914583502772024,26.5857951739174,373,1,5.053720871897708,5.166954331435261,6.151330379107357,0,0,0,1,0,0,1,0,1,0,1,0,Standard
3709,22,11.161405212751266,8.640733842371086,4,6,18,4,9,18,16.48,6,7.683178057075947,23.5521095664112,120,0,4.883260786254765,5.298846384206142,6.201688163496564,0,1,0,0,0,1,0,0,1,1,0,0,Standard
3710,24,9.686887545462929,7.353777813282105,10,6,24,9,32,17,15.82,12,8.128000958942243,31.8186566650616,106,1,4.222956824131241,3.749486370457096,5.785284038020281,1,0,0,0,0,0,1,0,0,0,1,0,Poor
3711,22,10.307650813609051,7.71456479453898,3,6,14,1,15,16,19.54,6,6.612538223042504,38.2496379241355,375,1,2.8469339937901625,5.690336199638743,5.302542302621727,0,0,0,0,0,1,0,0,1,1,0,0,Standard
3712,22,9.139252450260452,6.926724225529739,10,9,24,9,18,22,5.86,9,7.965503905595245,27.1780659025832,146,1,3.5965873662832455,3.1121245678110743,5.645350493656756,0,0,0,1,0,0,1,0,0,0,0,0,Standard
3713,20,9.642897163820344,7.135151773698043,7,10,32,4,39,15,16.58,9,7.642504949396596,30.8667051563809,186,1,3.5265947405902,5.016139687784923,5.441104511508695,0,0,1,0,0,1,0,0,1,1,0,0,Poor
3714,40,10.978426833639954,8.51238665852215,5,4,12,4,12,8,4.04,3,5.659203431258233,30.2303508538373,286,0,5.016949693747361,5.844157973982288,5.566207111530071,0,0,1,0,1,0,0,1,0,1,0,0,Standard
3715,19,9.858790873612095,7.2708781403497875,3,6,4,3,18,14,11.32,0,7.125443979613383,39.4622987441433,251,0,3.5132676638665115,3.979705251323859,5.789110400998031,0,0,0,1,0,0,1,1,0,0,0,1,Good
3716,31,9.911901555326622,7.427788599375591,5,7,19,7,14,16,7.41,9,7.622292062220553,35.2370352651285,191,1,5.153066397986064,4.10076971494255,5.750960518439062,0,1,0,0,1,0,0,0,1,0,0,1,Poor
3717,41,9.793003377770349,7.182606005689998,5,4,12,2,6,12,3.93,1,7.283530642942907,37.9973317285539,220,0,2.7802844279949315,4.706204812933293,5.686562781157735,0,0,1,0,1,0,0,1,0,1,0,0,Good
3718,36,11.341129875299288,8.829508484450818,5,5,6,5,21,10,14.55,6,5.015158382823841,38.9556286132012,62,1,5.25615108695912,6.040784869977478,5.8328437559876365,0,0,1,0,1,0,0,0,1,0,0,1,Standard
3719,20,11.54255902169914,9.063923459327988,1,3,4,3,9,3,0.73,2,6.807415471781175,34.2755272461736,238,0,5.413596505300169,5.0697029510908544,6.579574937755453,1,0,0,0,0,1,0,1,0,0,0,0,Standard
3720,24,11.152543085549295,8.687230718621395,5,1,9,2,3,2,10.24,0,6.795750516901895,33.7235795650944,231,0,4.362513181300691,5.823516821004684,6.122627450052766,1,0,0,0,1,0,0,1,0,0,1,0,Good
3721,31,9.254919300374144,6.59211659232204,6,5,12,3,11,21,8.71,0,4.420766462989812,33.903298343354,277,0,3.248374340095102,3.1302970983936755,5.650040808735449,0,0,1,0,0,0,1,1,0,1,0,0,Good
3722,26,9.908474596534605,7.401230755662373,7,6,9,2,16,10,17.16,12,5.995780221175584,27.9124771301986,223,1,3.266878780801463,3.814340762661424,5.919495072866794,0,0,0,1,0,1,0,0,1,0,1,0,Standard
3723,17,9.812281937468883,7.416007594629,7,6,21,5,46,17,15.65,7,8.449025693500502,35.8189817269597,19,1,4.285331162829756,5.050621181111573,5.427116508436543,0,1,0,0,1,0,0,0,0,1,0,0,Standard
3724,37,9.044920179057357,6.482007740990939,10,7,29,8,49,14,21.0,9,8.38931663715581,28.8805831947563,11,0,3.8810361306107612,3.990014876105074,5.532590816590438,0,0,0,0,1,0,0,0,0,1,0,0,Standard
3725,29,11.444255220005171,8.989604856515015,8,7,15,3,27,16,16.68,9,5.86607137769992,28.208855784717,318,1,5.294185278801485,4.993381849747065,6.544371137030016,0,1,0,0,0,1,0,0,1,0,0,0,Standard
3726,26,10.166379754543145,7.552137982542731,7,6,5,3,19,19,1.58,1,6.2452342919639525,33.0819547168689,245,1,4.081124949804498,4.815314689355882,5.627201622885016,0,0,1,0,1,0,0,0,1,0,0,1,Standard
3727,24,11.52003731570204,9.036202437810221,3,6,5,4,13,12,15.83,4,4.933898227875873,33.4627988398398,79,1,5.784388924524654,5.376427845098975,6.289250362358237,0,0,0,1,0,1,0,0,1,0,0,0,Standard
3728,23,10.347608470680104,7.851478930414199,10,7,33,7,44,17,7.87,9,7.834257693692669,25.9283565706264,193,0,5.20165686470894,4.841415584963234,5.3878464390073155,0,0,0,1,1,0,0,0,1,0,0,1,Poor
3729,37,10.916391614745,8.41722035831898,6,3,20,4,6,16,0.69,4,5.413207332421992,33.827608969249,339,0,5.060640152320775,5.741561718159709,5.534136182172219,0,0,1,0,1,0,0,0,1,0,0,1,Standard
3730,14,9.814111381624135,7.282189997038798,8,7,16,5,31,19,15.61,8,8.320667228006297,32.9979330180952,151,1,4.194347593356341,3.8572554047533,5.742269597597019,0,1,0,0,0,1,0,0,0,0,1,0,Standard
3731,50,10.50604158558165,8.043865911624813,5,3,9,3,17,0,8.67,1,6.323785321178144,25.8020311141636,244,0,4.361432632790031,4.6686940886230115,5.931011692915143,0,0,0,1,0,0,1,1,0,0,1,0,Standard
3732,46,9.1959665619489,6.744578289873368,5,5,20,2,10,18,9.39,1,4.453416630760555,22.7498214656438,225,0,2.783256187367153,4.593865082351449,5.560283991949523,1,0,0,0,0,0,1,0,1,1,0,0,Standard
3733,32,11.635055306230301,9.14311450983685,8,4,9,4,13,14,22.19,4,6.900619882481125,29.3795276012714,369,1,5.887052110571492,5.494897565572986,6.365087949737396,0,1,0,0,1,0,0,0,1,0,1,0,Standard
3734,33,9.427569668513227,6.845373541424944,5,4,13,3,27,16,16.14,10,7.244091792107619,37.5848716091385,106,1,2.9339578465622793,2.627915458109138,5.70812516032809,0,0,0,1,0,0,1,0,1,0,0,0,Good
3735,43,11.518273140630155,9.025216893463206,3,4,14,4,24,19,11.64,3,6.022890537107835,39.1105773355949,198,1,5.415584936583054,5.65604182946842,6.345817591516821,0,1,0,0,0,1,0,0,1,0,1,0,Standard
3736,34,9.008312923207036,6.42793361013236,7,5,20,4,55,21,11.12,11,7.772247325622405,31.1651200308779,68,1,2.8500360155548297,4.221103514402497,5.585345608528204,0,0,0,1,1,0,0,0,0,1,0,0,Poor
3737,46,10.6460011597658,8.214740569500991,1,3,8,1,0,13,1.68,4,4.963683439200464,31.9216771930465,304,0,3.5443284693230295,3.864841046378351,6.286351157003665,0,0,1,0,0,1,0,1,0,0,1,0,Standard
3738,33,10.657626346386428,8.14553996429679,3,4,11,3,14,12,8.8,2,6.44532291523272,31.3135065814332,188,0,4.637663170720325,4.312435803334887,6.0564841315164974,0,0,1,0,0,1,0,1,0,1,0,0,Good
3739,26,9.624785042864923,7.142254114334482,9,7,18,9,15,17,21.06,11,8.207630814791697,28.3006662462295,81,1,4.312387311901011,4.500752285395608,5.445547917761119,0,0,1,0,1,0,0,0,0,0,0,1,Poor
3740,25,10.4179756612088,7.988532802841971,8,7,33,8,42,21,15.3299999999999,10,8.477963678224237,27.5199550243157,13,1,5.383275317138663,5.0848159721312545,5.167140546529724,0,0,1,0,1,0,0,0,0,1,0,0,Standard
3741,19,9.88205398598126,7.352007779878141,5,10,16,5,16,18,18.27,8,7.78087960368035,31.2047661284642,205,1,3.990664040397661,5.098117161118069,5.4299079696015955,0,0,1,0,0,1,0,0,1,1,0,0,Poor
3742,44,9.911425463791016,7.247044377852423,10,7,16,5,21,15,16.16,11,8.190054858071985,29.599087524217,99,0,4.3879821639752095,4.6938443915780885,5.440877968551604,0,1,0,0,0,0,1,0,0,0,1,0,Standard
3743,43,11.034176829375804,8.598586064129682,8,6,29,6,45,10,15.21,11,7.231258060348685,32.4833381078123,107,1,5.1471277576796926,4.686292404914791,6.218622471225954,0,1,0,0,0,1,0,0,1,0,0,0,Poor
3744,47,11.908816891284062,9.423102219409257,5,2,8,4,11,9,10.34,1,4.992267636738071,34.0021864257844,368,0,6.041389339189833,6.029371922929719,6.478754121601698,0,1,0,0,0,1,0,1,0,0,1,0,Standard
3745,22,8.944344119819286,5.947255747443512,6,6,32,6,18,16,21.14,8,8.37400157442502,37.4409226978913,124,1,3.0981210996451645,3.222436538457386,5.6384425923525034,0,0,0,1,0,1,0,0,0,1,0,0,Standard
3746,27,9.917071373272524,7.263652503909155,3,5,15,4,28,15,8.03,6,7.15336457501201,26.1934777079707,160,1,3.705524471085703,4.146285725686363,5.795680429159348,1,0,0,0,1,0,0,0,1,1,0,0,Poor
3747,53,10.674073437910518,8.216822963687973,2,5,12,1,15,5,8.77,1,7.164070515684418,36.3649497074826,227,0,3.2763561384762707,5.929275791541481,5.5526133674535485,1,0,0,0,1,0,0,1,0,1,0,0,Good
3748,53,10.819026401817396,8.295931618070025,7,7,15,3,25,19,3.71,4,7.069712550779752,25.2447652008118,383,0,4.211550158904602,5.313746288966806,5.966615227642588,1,0,0,0,1,0,0,0,1,1,0,0,Standard
3749,53,10.48191724384717,8.088887205198676,5,5,3,1,10,1,9.41,3,6.584957124507743,22.4844126593666,280,0,2.7439348091880227,5.871788709022075,5.502786678028733,1,0,0,0,1,0,0,1,0,1,0,0,Standard
3750,39,9.561720221614365,7.160216179442213,9,6,19,5,51,19,26.35,10,8.51230727474122,37.8585325632503,67,1,3.9333148845189445,3.243984608967285,5.676778602053296,0,0,0,1,0,1,0,0,0,0,0,0,Standard
3751,54,10.380583782220262,7.821902715639167,3,6,6,2,4,13,10.4,2,6.064691774376913,23.1391442764214,364,0,3.635953795601437,4.951278992635965,5.799610968773412,0,1,0,0,0,0,1,1,0,1,0,0,Standard
3752,25,10.40733569016394,8.002849163095492,6,10,29,6,16,21,5.12,7,7.318201295080168,32.3575580961224,147,1,4.448572368543863,4.309894345379066,5.963602277694091,1,0,0,0,0,1,0,0,0,0,1,0,Poor
3753,27,10.456308306429632,7.952233399694647,8,8,15,6,48,22,15.63,7,8.029110313004782,30.2715184877697,37,1,4.879494316177245,4.014198507491416,5.850040635882474,0,0,0,0,1,0,0,0,0,0,1,0,Standard
3754,46,10.04156764661438,7.667834598065522,8,6,18,2,20,17,6.3,1,7.134037898263185,39.9899651573853,357,0,3.1158772712045795,3.8698629284464667,5.974713939185412,1,0,0,0,1,0,0,0,1,0,1,0,Standard
3755,19,8.975748412000375,6.467819707398657,9,5,32,3,34,16,5.73,7,7.517689314673032,30.2755837873973,167,1,2.9002399328519726,4.412502191587012,5.536364150851734,0,0,0,0,1,0,0,0,0,1,0,0,Poor
3756,21,10.94497377978212,8.516467928476642,4,8,28,2,22,6,14.81,12,7.394646752452497,27.1118418175215,108,1,4.412768376811338,5.55236956890887,6.085164675359936,0,1,0,0,1,0,0,0,1,0,1,0,Poor
3757,31,10.716848589689656,8.298571069683026,6,6,1,4,20,10,8.71,0,6.479722424156282,30.2791832900196,303,0,4.538615333267968,5.6189154241178185,5.7766028093193365,0,0,0,1,1,0,0,0,1,1,0,0,Standard
3758,21,11.746115342529901,9.256827250698414,7,7,16,3,25,13,9.19,2,6.103721229453649,29.13181474766,247,0,5.650983609006084,5.2437380800737845,6.725797350620369,1,0,0,0,0,1,0,0,1,1,0,0,Good
3759,38,9.677241067097246,7.027494178467036,9,10,22,5,34,19,31.98,8,7.904235169343846,25.3134572485147,109,1,3.750930005843865,3.0063217752989067,5.6696970763296015,0,0,0,1,0,0,1,0,0,0,0,0,Standard
3760,39,10.520856751868514,8.115841611139611,7,7,29,9,31,23,21.96,7,8.008026191373116,33.7884459060743,57,1,5.403002628515053,4.425006593126295,5.59516391288408,0,0,1,0,1,0,0,0,0,0,0,0,Standard
3761,49,10.362588525735973,7.815510016024905,2,6,9,2,7,5,9.2,3,7.131618571220696,40.2048391490481,284,0,3.299940612739844,4.230970474434893,6.020975051215166,0,0,1,0,1,0,0,1,0,1,0,0,Poor
3762,33,10.554889395759345,7.972826870399003,7,10,26,4,16,11,11.7,9,7.886701510220634,29.2107717330204,96,1,4.771539367957592,4.7917731748571555,5.708733168250464,1,0,0,0,1,0,0,0,1,0,1,0,Poor
3763,37,10.990692018725984,8.468062819382672,5,4,13,5,27,10,9.58,7,7.851552222537504,23.6995914289184,64,1,5.336814849843637,6.162012550554608,4.428397747143061,0,0,1,0,1,0,0,0,1,1,0,0,Standard
3764,33,11.643996182615746,9.137275291719048,5,7,8,3,27,10,11.38,7,6.957782772581785,28.4776880620361,214,1,5.433160799313953,6.524342412204964,5.7009028443481276,0,1,0,0,1,0,0,0,1,0,1,0,Standard
3765,40,10.880911012413021,8.332629122069502,3,6,9,3,29,16,11.89,4,5.031940060590085,27.2998643448261,192,1,4.849733079142419,5.3407127975084,5.827078124632892,1,0,0,0,1,0,0,0,1,1,0,0,Standard
3766,26,9.737740477000653,7.053672874073312,7,7,17,2,49,27,3.66,6,7.159385213041416,29.7295408985852,232,1,3.3036537735724103,4.787356105578161,5.5549516890208155,0,0,0,1,0,1,0,0,0,1,0,0,Poor
3767,26,8.931823503764468,6.478132587005205,6,9,30,2,41,16,3.18,11,7.897931958364366,27.7586705188561,147,1,1.971306888913078,3.5423836506210122,5.747308745840906,0,0,0,1,1,0,0,0,0,1,0,0,Poor
3768,44,10.652806160024646,8.232155619189365,5,6,11,1,12,17,6.84,3,6.082743886707506,25.9647817071104,335,0,3.214186113172892,5.954674824305849,5.543451150584035,0,0,0,1,0,1,0,0,1,1,0,0,Standard
3769,44,11.056944023719833,8.516568996647209,10,9,24,7,28,8,8.22,9,7.800167167066257,36.8077440110206,136,1,5.866552467949116,4.629100278876027,5.649806040470679,1,0,0,0,1,0,0,0,1,0,0,0,Poor
3770,21,10.472483211613811,7.9441918824455655,4,2,6,1,2,1,5.5,3,6.800593141377683,27.5291930950578,362,0,2.7174192932668415,4.367973228996635,6.126630172897998,0,1,0,0,1,0,0,1,0,0,0,1,Good
3771,31,10.009155720864019,7.422027954831795,6,4,5,3,6,12,9.44,7,7.241466564826911,37.4172797100676,151,1,3.9539031385409262,3.801859500321172,5.769318339186343,1,0,0,0,0,1,0,0,1,0,1,0,Standard
3772,38,10.40292618995347,7.96912480816735,6,6,8,2,29,10,14.35,1,5.754855744840202,41.2854935522663,220,0,3.396688067477289,5.576343930817158,5.617001567311111,0,0,1,0,1,0,0,0,1,0,1,0,Standard
3773,24,9.855875107083675,7.2521759028384105,3,5,11,3,10,5,10.42,3,6.686098122435689,26.1799077879513,221,0,3.555400835959971,5.03564121047084,5.490247542247811,0,0,1,0,1,0,0,1,0,1,0,0,Poor
3774,45,10.259972828489024,7.777164374288874,6,6,15,6,22,19,19.32,8,6.173056671263956,28.7904916513033,208,1,4.284217541075808,4.832566191575327,5.800520829001658,0,1,0,0,1,0,0,0,1,1,0,0,Standard
3775,21,8.948791175250715,6.59516329255397,9,10,29,5,59,16,22.86,12,7.852917198104047,24.5526330455975,62,1,3.2842421195277725,3.578689613313079,5.705911939551242,0,1,0,0,0,1,0,0,0,1,0,0,Standard
3776,45,9.195935112648467,6.625942614472584,6,5,23,6,22,15,8.43,10,7.283262772000151,33.9463784569405,161,0,3.3467701909425216,4.184090291621221,5.603582362202173,0,0,0,1,0,1,0,0,1,1,0,0,Poor
3777,36,11.050158785716773,8.620500851406993,7,8,15,8,38,23,18.08,6,7.948003721686484,38.152376369003,76,1,5.750950918959677,4.659111746375805,5.951643056020962,0,0,0,1,1,0,0,0,0,0,1,0,Standard
3778,25,10.970989562712262,8.505696018152301,8,4,13,2,15,16,1.39,4,7.171580014903351,28.9741593325302,341,0,4.096176160131389,5.838405768938493,5.8887190070719235,0,0,0,0,0,1,0,0,1,0,0,1,Good
3779,31,10.330026701573734,7.937818942709277,5,6,16,4,14,13,0.64,1,7.294519952156896,27.3154405482165,197,1,4.312581747223064,4.736399571488469,5.890175073944534,1,0,0,0,1,0,0,0,1,0,0,1,Standard
3780,41,11.44246448061849,8.986117175554883,8,7,15,4,20,11,9.38,2,6.727048417865184,40.237286035326,334,1,5.693893369918181,5.221497381401509,6.3223453809145385,0,0,1,0,1,0,0,0,1,0,0,0,Standard
3781,46,11.694291899113063,9.224287983575147,3,3,20,1,27,12,10.56,4,6.288843205351088,38.1527792059953,316,0,4.136763970489468,5.125396332983172,6.930694753156029,1,0,0,0,0,1,0,0,1,0,0,0,Standard
3782,50,11.54190672182376,9.074449340449341,6,6,10,3,18,13,0.99,1,5.224886088462154,31.6071274479313,323,1,5.278217711956031,6.774634972113504,4.516970211747804,0,1,0,0,0,1,0,0,1,1,0,0,Standard
3783,37,9.715996456670583,7.194982873174317,10,7,22,8,20,22,19.21,14,8.01300548783043,36.5467204612481,169,1,4.403250671442065,4.794589687417511,5.350444324782137,0,0,0,1,0,1,0,0,0,0,1,0,Standard
3784,37,9.89040433932787,7.478171578461758,4,6,4,2,3,8,5.37,1,7.04736068736736,36.8877766111128,215,0,3.2769477244388203,5.144523171500075,5.594398540883906,1,0,0,0,1,0,0,1,0,1,0,0,Standard
3785,36,11.784213181365192,9.28232950573831,2,7,11,3,1,1,8.31,0,4.826792580930363,31.4572387884608,207,0,5.501195327875931,6.628878763135029,5.89447374845503,0,1,0,0,0,1,0,1,0,1,0,0,Standard
3786,44,11.493865268004434,9.03800904622947,2,5,4,3,1,5,7.79,1,6.36211389267358,40.0197150908318,380,0,5.2848371755984305,5.6855754415726185,6.429382137176848,1,0,0,0,0,0,1,1,0,0,0,1,Good
3787,39,9.716129735044374,7.138796891667885,9,7,26,8,62,18,18.5,7,8.249060119328803,38.9409544043272,84,0,4.484658589372191,3.513959497136317,5.536402799062022,1,0,0,0,0,1,0,0,0,0,1,0,Standard
3788,32,9.87754262487647,7.487163189956889,4,5,1,3,4,11,10.62,1,5.508699840559633,26.1853400139811,392,0,3.2069179269161436,3.4171165974402076,5.895267182684687,0,0,1,0,1,0,0,1,0,0,0,0,Standard
3789,49,10.36213001241391,7.7909200204241875,7,3,14,3,24,11,14.13,0,6.410010394754677,30.5750935637916,298,1,4.063628014459106,4.280328264833101,5.9697427887795715,0,0,0,1,0,0,1,0,1,0,1,0,Standard
3790,34,9.858676361742345,7.498110863604865,6,6,30,6,16,24,13.43,12,8.032694616179924,31.0975707828248,8,1,4.107063946723119,3.293165973631173,5.837050859679342,0,0,0,1,0,1,0,0,0,0,1,0,Standard
3791,38,9.894216710777949,7.574192229596668,7,10,19,8,41,20,18.53,6,8.160929591435407,34.825869536224,9,1,4.198070059977861,3.690971482291219,5.823303683000784,0,0,1,0,1,0,0,0,0,0,1,0,Standard
3792,32,9.704015360803593,7.181798513895996,6,4,10,5,11,19,16.81,5,7.359970376279249,36.5496580143935,159,1,3.678405857187619,4.993858610325207,5.457197282011105,0,0,0,1,1,0,0,0,1,1,0,0,Poor
3793,24,10.450625818960438,7.877207558970524,1,5,2,3,28,9,13.01,3,7.04627296933583,25.4959044891847,383,0,3.9281471716275327,3.678675634057393,6.02403660687767,1,0,0,0,1,0,0,1,0,0,0,0,Standard
3794,42,10.651727139211056,8.10080691384357,7,5,32,6,30,9,9.0,8,7.653480678060933,35.2375055060439,163,1,4.72200968361415,4.8530620271145075,5.826550734884625,0,0,1,0,0,1,0,0,1,0,1,0,Poor
3795,43,9.033745784741491,6.441636759580624,8,5,30,8,62,25,20.77,6,8.240493260552121,24.9577948190226,77,0,3.65483461219014,4.309941588254612,5.479162935820111,0,0,1,0,1,0,0,0,0,1,0,0,Standard
3796,27,10.706781575992855,8.222949192092264,4,3,2,3,14,5,9.21,0,7.189892004378288,30.1540959356089,223,0,4.4864028711887665,4.995276506441734,5.955920550797995,1,0,0,0,0,1,0,1,0,0,1,0,Good
3797,55,11.58239443643693,8.97787666920627,6,5,10,3,12,12,4.5,2,5.4386443666393145,36.9548219947429,335,0,6.972604174627498,5.320034309989039,6.477021308859459,0,1,0,0,0,1,0,1,0,0,0,0,Good
3798,29,11.739713885670266,9.263378959120566,5,6,5,2,28,13,14.04,4,6.326024241700372,40.1732300551849,383,1,5.237886045301554,6.02450661591745,6.555016921581333,1,0,0,0,1,0,0,0,1,0,1,0,Standard
